name1,name2,value
Sucre,Buenavista,"9,884"
Sucre,Caimito,"12,656"
Sucre,Coloso,"5,660"
Sucre,Corozal,"64,497"
Sucre,Coveñas,"14,825"
Sucre,Chalán,"4,431"
Sucre,El Roble,"11,176"
Sucre,Galeras,"21,905"
Sucre,Guaranda,"18,608"
Sucre,La Unión,"11,669"
Sucre,Los Palmitos,"19,194"
Sucre,Majagual,"34,205"
Sucre,Morroa,"15,282"
Sucre,Ovejas,"20,806"
Sucre,Palmito,"15,081"
Sucre,Sampués,"38,631"
Sucre,San Benito Abad,"26,904"
Sucre,San Juan de Betulia,"12,607"
Sucre,San Marcos,"60,735"
Sucre,San Onofre,"52,463"
Sucre,San Pedro,"15,832"
Sucre,San Luis de Sincé,"35,374"
Sucre,Sucre,"22,514"
Sucre,Santiago de Tolú,"36,304"
Sucre,Tolú Viejo,"18,892"
Tolima,Ibagué,"579,803"
Tolima,Alpujarra,"4,917"
Tolima,Alvarado,"8,732"
Tolima,Ambalema,"6,435"
Tolima,Anzoátegui,"19,492"
Tolima,Armero,"11,377"
Tolima,Ataco,"22,891"
Tolima,Cajamarca,"19,580"
Tolima,Carmen de Apicalá,"9,000"
Tolima,Casabianca,"6,550"
Tolima,Chaparral,"47,442"
Tolima,Coello,"10,120"
Tolima,Coyaima,"28,481"
Tolima,Cunday,"9,278"
Tolima,Dolores,"7,643"
Tolima,Espinal,"75,692"
Tolima,Falan,"9,180"
Tolima,Flandes,"29,550"
Tolima,Fresno,"29,663"
Tolima,Guamo,"31,089"
Tolima,Herveo,"7,594"
Tolima,Honda,"23,590"
Tolima,Icononzo,"10,500"
Tolima,Lérida,"16,624"
Tolima,Líbano,"39,459"
Tolima,Mariquita,"33,348"
Tolima,Melgar,"37,523"
Tolima,Murillo,"4,974"
Tolima,Natagaima,"22,255"
Tolima,Ortega,"32,078"
Tolima,Palocabildo,"9,008"
Tolima,Piedras,"5,725"
Tolima,Planadas,"30,165"
Tolima,Prado,"7,338"
Tolima,Purificación,"29,893"
Tolima,Rioblanco,"24,039"
Tolima,Roncesvalles,"6,373"
Tolima,Rovira,"20,164"
Tolima,Saldaña,"14,111"
Tolima,San Antonio,"13,974"
Tolima,San Luis,"19,105"
Tolima,Santa Isabel,"6,273"
Tolima,Suárez,"4,558"
Tolima,Valle de San Juan,"6,443"
Tolima,Venadillo,"19,872"
Tolima,Villahermosa,"10,409"
Tolima,Villarrica,"5,113"
Valle del Cauca,Cali,"2,496,346"
Valle del Cauca,Alcalá,"23,665"
Valle del Cauca,Andalucía,"17,685"
Valle del Cauca,Ansermanuevo,"19,055"
Valle del Cauca,Argelia,"6,320"
Valle del Cauca,Bolívar,"12,634"
Valle del Cauca,Buenaventura,"440,995"
Valle del Cauca,Guadalajara de Buga,"114,053"
Valle del Cauca,Bugalagrande,"20,910"
Valle del Cauca,Caicedonia,"29,325"
Valle del Cauca,Calima,"15,898"
Valle del Cauca,Candelaria,"87,811"
Valle del Cauca,Cartago,"135,621"
Valle del Cauca,Dagua,"37,006"
Valle del Cauca,El çguila,"11,311"
Valle del Cauca,El Cairo,"10,336"
Valle del Cauca,El Cerrito,"58,829"
Valle del Cauca,El Dovio,"8,052"
Valle del Cauca,Florida,"59,207"
Valle del Cauca,Ginebra,"22,007"
Valle del Cauca,Guacarí,"35,936"
Valle del Cauca,Jamundí,"132,540"
Valle del Cauca,La Cumbre,"11,781"
Valle del Cauca,La Unión,"41,013"
Valle del Cauca,La Victoria,"12,814"
Valle del Cauca,Obando,"15,406"
Valle del Cauca,Palmira,"314,418"
Valle del Cauca,Pradera,"58,717"
Valle del Cauca,Restrepo,"16,459"
Valle del Cauca,Riofrío,"13,569"
Valle del Cauca,Roldanillo,"31,845"
Valle del Cauca,San Pedro,"19,387"
Valle del Cauca,Sevilla,"43,738"
Valle del Cauca,Toro,"16,744"
Valle del Cauca,Trujillo,"17,798"
Valle del Cauca,Tuluá,"224,257"
Valle del Cauca,Ulloa,"5,261"
Valle del Cauca,Versalles,"6,726"
Valle del Cauca,Vijes,"11,673"
Valle del Cauca,Yotoco,"16,633"
Valle del Cauca,Yumbo,"131,593"
Valle del Cauca,Zarzal,"47,522"
Arauca,Arauca,"94,377"
Arauca,Arauquita,"43,339"
Arauca,Cravo Norte,"3,150"
Arauca,Fortul,"27,136"
Arauca,Puerto Rondón,"3,816"
Arauca,Saravena,"48,968"
Arauca,Tame,"55,028"
Casanare,Yopal,"155,882"
Casanare,Aguazul,"44,381"
Casanare,Chameza,"2,686"
Casanare,Hato Corozal,"13,225"
Casanare,La Salina,"1,497"
Casanare,Maní,"11,108"
Casanare,Monterrey,"15,761"
Casanare,Nunchía,"9,000"
Casanare,Orocué,"8,489"
Casanare,Paz de Ariporo,"26,117"
Casanare,Pore,"7,912"
Casanare,Recetor,"4,839"
Casanare,Sabanalarga,"2,759"
Casanare,Sácama,"2,132"
Casanare,San Luis de Palenque,"8,003"
Casanare,Támara,"7,031"
Casanare,Tauramena,"25,450"
Casanare,Trinidad,"16,587"
Casanare,Villanueva,"24,963"
Putumayo,Mocoa,"46,616"
Putumayo,Colón,"5,763"
Putumayo,Orito,"59,283"
Putumayo,Puerto Asís,"63,953"
Putumayo,Puerto Caicedo,"14,842"
Putumayo,Puerto Guzmán,"24,551"
Putumayo,Leguízamo,"15,367"
Putumayo,Sibundoy,"14,570"
Putumayo,San Francisco,"7,274"
Putumayo,San Miguel,"29,665"
Putumayo,Santiago,"11,003"
Putumayo,Valle del Guamuez,"54,819"
Putumayo,Villagarzón,"21,626"
Archipiélago de San Andrés,San Andrés,"74,466"
Archipiélago de San Andrés,Providencia,"5,227"
Amazonas,Leticia,"42,956"
Amazonas,El Encanto,"5,065"
Amazonas,La Chorrera,"4,161"
Amazonas,La Pedrera,"5,726"
Amazonas,La Victoria,"1,166"
Amazonas,Miriti - Paraná,"1,509"
Amazonas,Puerto Alegría,"2,386"
Amazonas,Puerto Arica,"1,301"
Amazonas,Puerto Nariño,"8,771"
Amazonas,Puerto Santander,"3,243"
Amazonas,Tarapacá,"4,398"
Guainía,Inírida,"20,646"
Guainía,Barranco Minas,"5,066"
Guainía,Mapiripana,"2,702"
Guainía,San Felipe,"2,494"
Guainía,Puerto Colombia,"5,234"
Guainía,La Guadalupe,450
Guainía,Cacahual,"3,063"
Guainía,Pana Pana,"3,694"
Guainía,Morichal,"1,495"
Guaviare,San José del Guaviare,"70,019"
Guaviare,Calamar,"8,051"
Guaviare,El Retorno,"24,978"
Guaviare,Miraflores,"16,166"
Vaupés,Mitú,"33,079"
Vaupés,Carurú,"3,350"
Vaupés,Pacoa,"6,413"
Vaupés,Taraira,937
Vaupés,Papunahua,825
Vaupés,Yavaraté,"1,218"
Vichada,Puerto Carreño,"17,031"
Vichada,La Primavera,"18,248"
Vichada,Santa Rosalía,"4,310"
Vichada,Cumaribo,"41,459"
