DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
#date+occurred,#admin1+code+x_origin,#admin1+name+x_origin,#admin2+code+x_origin,#admin2+name+x_origin,#admin1+code+x_destination,#admin1+name+x_destination,#admin2+code+x_destination,#admin2+name+x_destination,#affected+displaced,#affected+dispalced+families,#affected+displaced+m+adults,#affected+displaced+f+adults,#affected+dispalced+children
43190,31,Farah,3103,Balabuluk,30,Hirat,3001,Hirat,12,2,,,
43191,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,,,14,2,2,5,7
43191,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,49,7,8,12,29
43191,21,Ghor,2103,DoLayna,30,Hirat,3001,Hirat,16,3,,,
43192,31,Farah,3101,Farah,31,Farah,3101,Farah,302,48,,,
43192,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,12,20,38
43192,31,Farah,3102,Bakwa,31,Farah,3101,Farah,34,4,,,
43192,31,Farah,3109,Gulestan,31,Farah,3101,Farah,12,2,,,
43192,26,Khost,2602,Sabari,26,Khost,2601,Khost (Matun),77,11,11,11,55
43192,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,259,37,,,
43193,5,Logar,507,Azra,1,Kabul,101,Kabul,14,2,3,6,5
43193,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,215,38,,,
43194,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,17,2,,,
43194,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,144,27,,,
43194,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,165,30,,,
43195,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,42,6,8,12,22
43195,29,Badghis,2906,Balamurghab,1,Kabul,101,Kabul,35,5,6,10,19
43195,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,121,20,,,
43196,13,Kunar,1310,Dangam,13,Kunar,1310,Dangam,434,62,87,89,258
43196,13,Kunar,1310,Dangam,13,Kunar,1310,Dangam,1694,242,323,421,950
43196,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,12,2,,,
43200,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,72,11,,,
43200,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,94,17,,,
43200,2,Kapisa,202,Nejrab,2,Kapisa,201,Mahmud-e-Raqi,84,12,,,
43200,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,22,3,,,
43200,2,Kapisa,202,Nejrab,2,Kapisa,202,Nejrab,1246,178,,,
43200,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,150,25,,,
43202,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,348,58,,,
43202,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,10,20,40
43203,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,408,68,,,
43205,28,Faryab,2806,Qaysar,28,Faryab,2801,Maymana,154,22,,,
43205,28,Faryab,2804,Shirintagab,28,Faryab,2801,Maymana,56,8,,,
43205,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,23,3,,,
43205,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,420,70,,,
43205,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,119,17,,,
43206,26,Khost,2613,Jajimaydan,26,Khost,2601,Khost (Matun),2100,300,280,300,1520
43207,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,125,19,,,
43207,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,8,1,,,
43208,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,132,22,,,
43208,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,28,4,,,
43210,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,49,7,,,
43212,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,189,27,,,
43213,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,448,64,,,
43215,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,364,52,,,
43215,28,Faryab,2806,Qaysar,28,Faryab,2801,Maymana,49,7,,,
43215,28,Faryab,2804,Shirintagab,28,Faryab,2804,Shirintagab,28,4,,,
43215,28,Faryab,2802,Khwajasabzposh,28,Faryab,2801,Maymana,441,63,,,
43215,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,147,21,,,
43215,28,Faryab,2809,Bilcheragh,28,Faryab,2801,Maymana,49,7,,,
43215,28,Faryab,2808,Garziwan,28,Faryab,2801,Maymana,189,27,,,
43215,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,154,22,,,
43215,28,Faryab,2803,Pashtunkot,28,Faryab,2801,Maymana,1141,163,,,
43215,28,Faryab,2807,Kohestan,28,Faryab,2801,Maymana,343,49,,,
43216,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1703,Qala-e-Zal,1428,204,,,
43216,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,1204,172,,,
43216,12,Paktya,1207,Lija Ahmad Khel / Laja Mangel,1,Kabul,101,Kabul,14,2,,,
43216,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,21,3,,,
43218,15,Badakhshan,1509,Teshkan,15,Badakhshan,1509,Teshkan,3283,469,,,
43218,15,Badakhshan,1509,Teshkan,15,Badakhshan,1510,Darayem,770,110,,,
43218,15,Badakhshan,1509,Teshkan,15,Badakhshan,1518,Keshem,581,83,,,
43219,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,4795,685,,,
43221,7,Laghman,704,Alingar,7,Laghman,702,Alishang,3500,500,,,
43222,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,35,6,,,
43223,9,Baghlan,901,Pul-e-Khumri,9,Baghlan,901,Pul-e-Khumri,231,33,,,
43225,6,Nangarhar,604,Khogyani,1,Kabul,101,Kabul,140,20,,,
43231,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,482,74,,,
43231,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,324,59,,,
43231,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,291,42,,,
43231,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,546,91,,,
43231,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,455,65,,,
